question,document,score,reasoning
"Any quick healthy fish recipe for 4 people using tilapia and fruit like mango, kiwi, or tomatoes, with low sodium and lots of vitamin C?",654,good,"The AI answer matches the ground truth recipe well: it gives the correct recipe, servings, total time, key ingredients (tilapia plus mango, kiwi, tomatoes, with additional fruit), and correctly notes the low sodium and high vitamin C values. It also includes the essential cooking directions. This fulfills the user’s request for a quick, healthy fish recipe for 4 people using tilapia and fruit with low sodium and lots of vitamin C."
I’ve got about 20 minutes and some kiwi at home — what’s a quick snacky sandwich recipe I can make that’s a bit high in protein but not too heavy?,656,good,"The AI answer matches the ground truth recipe closely: it identifies the same recipe, includes the 20-minute timing, kiwi, and the same ingredients and basic directions. It also correctly notes the protein content as about 10g per sandwich and that it is light/not too heavy. Minor wording differences and omission of some nutrition details are fine."
"Any easy sweet sandwich ideas with kiwi, cream cheese or Neufchatel, and whole wheat bread that are lower in sodium and good for a light breakfast?",656,good,"The AI answer correctly identifies and summarizes the ground-truth recipe, including the required ingredients (kiwi, Neufchatel cheese, whole wheat bread), the sweet nature, and that it works as a light breakfast. It also fairly notes the sodium level rather than falsely claiming it is very low. No key information is missing or incorrect for the user’s request."
"Got any super quick smoothie or slush recipes I can make in about 5 minutes? I’ve got strawberries, kiwi, grape juice, lemon juice, and ice, and I’d like something light and refreshing with low fat and not too much sodium.",658,good,"The AI recipe matches the ground truth recipe closely: same name, total time, servings, ingredients, directions, and key nutrition facts. It also correctly notes that it is low fat and low sodium, aligning with the user's request for a light, refreshing 5-minute smoothie/slush using the listed ingredients."
"What’s an easy fruity drink or dessert I can blend up fast with fresh strawberries and kiwi? I’m looking for something around 5 minutes, preferably low-calorie-ish, high in vitamin C, and not too heavy on sugar.",658,good,"The AI answer correctly identifies the ground-truth recipe as Strawberry-Kiwi Slush and matches the key requirements: about 5 minutes, uses fresh strawberries and kiwi, quick to blend, relatively light, and high in vitamin C with low fat and moderate sugar. It also gives the correct nutrition figures from the source. The extra mention of another dessert does not conflict with the request."
"Any quick fruit salsa ideas I can make in about 45 minutes for a party? I’ve got strawberries, pineapple, kiwis, and an orange, and I’d like something light and low fat.",660,good,"The AI answer matches the ground truth recipe well. It identifies the correct recipe name, time, servings, ingredients, low-fat profile, and gives the same preparation steps and nutrition facts. Extra note about another salsa doesn't conflict with the requested recipe. It fulfills the user's request for a quick, light fruit salsa using the listed fruits in about 45 minutes."
"What’s a simple strawberry salsa recipe I can make ahead that’s low in sodium and not too heavy on sugar? I have some strawberries and pineapple, but I’m okay if it uses a few other fruits too.",660,good,"The AI response matches the ground truth recipe essentially exactly: same ingredients, directions, time, servings, and nutrition details. It also addresses the user's constraints by noting it is low in sodium and lightly sweetened. Therefore it fulfills the request."
"I’ve got about 30 minutes and some kale, kiwi, garlic, and ginger at home — what quick healthy side can I make with those, preferably low sodium and with good fiber?",661,good,"The AI answer correctly identifies the ground-truth recipe 'Kale with Kiwi,' matches the 30-minute time, mentions the core ingredients the user has, and notes the fiber content. It also accurately flags the sodium and suggests reducing salt for a lower-sodium version. This fulfills the user's request for a quick healthy side with good fiber and low sodium preference, even though the exact recipe includes some salt."
"Any easy 2-serving recipe around 30 minutes that uses kale and kiwi, and is a good choice if I’m trying to keep fat moderate and get more vitamins?",661,good,"The AI answer matches the ground truth recipe well: it identifies the same recipe name, 30-minute time, 2 servings, uses kale and kiwi, and correctly notes it is moderate in fat and vitamin-rich. It also includes the key nutrition facts and a summary of the directions consistent with the original. No important information is missing or incorrect."
"Got any quick 10-minute smoothie ideas? I’ve got ice, a banana, kiwi, strawberries, and maybe some pineapple, and I’m looking for something fruity and not too heavy.",662,good,"The AI response matches the ground-truth recipe closely: it identifies the correct 10-minute smoothie, includes the listed ingredients and basic blending directions, and appropriately notes that reducing or skipping cream of coconut would make it lighter, which fits the user's preference for something fruity and not too heavy. The extra note is reasonable and does not conflict with the recipe."
"What’s a good tropical smoothie recipe I can make fast with fruit I already have? I’d prefer something low in fat and high in vitamin C, maybe with coconut in it.",662,bad,"The AI answer gives a fast tropical smoothie that is low in fat and high in vitamin C, which matches the user's request in broad terms. However, it does not include coconut despite the user specifically preferring something with coconut in it, and it does not use the grounded recipe provided. Still, it satisfies most of the key criteria: quick, tropical, low-fat, and vitamin C-rich. The missing coconut makes it somewhat incomplete but not clearly wrong."
"Got about 30 minutes and have some butter, eggs, flour, chocolate chips, and maybe a kiwi or oats — any healthier chocolate chip cookie recipe I can make without needing a ton of extra stuff?",663,good,"The AI response correctly identifies the matching recipe from the ground truth and reproduces the key details: 30-minute total time, the healthier chocolate chip cookie concept, and the distinctive ingredients kiwi and toasted oat cereal. It also includes the main ingredients and directions consistent with the original recipe. No key information is missing or incorrect relative to the user’s request."
"I’m looking for a quick dessert that’s a little lower in fat but still sweet, and I already have brown sugar, white sugar, vanilla, cereal/oats, and chocolate chips — what cookie recipe would work?",663,good,"The AI suggestion correctly identifies the ground-truth recipe and matches the user's ingredient list and desire for a quicker, somewhat lower-fat sweet cookie. It notes the same key ingredients (brown sugar, white sugar, vanilla, cereal/oats, chocolate chips) and correctly mentions the recipe is a 'healthier' option with 30-minute total time. The extra note about butter and eggs is consistent with the recipe. Minor omission: it doesn't explicitly mention kiwi, but that wasn't necessary for the user's request and the core recipe match is correct."
"Got about an hour and need a big make-ahead dessert for a party — I’ve got strawberries, pineapple, grapes, blueberries, kiwis, cream cheese, and cookies. Any easy fruit dessert recipes that use what I have and are more on the lighter side?",664,good,"The AI answer correctly identifies the recipe that matches the user’s ingredients, time constraint, make-ahead need, party-sized yield, and lighter-leaning characteristics. It includes the key steps and mentions reduced-fat cream cheese. No important ground-truth information is missing or contradicted."
What’s a quick no-bake dessert I can throw together in around 1 hour with mixed fruit and cream cheese? I’m trying to keep the fat a bit lower but still want something sweet and fun for a crowd.,664,good,"The AI answer correctly identifies the ground-truth recipe and matches the user's needs: quick, no-bake, around 1 hour, mixed fruit, cream cheese, reduced-fat cream cheese, sweet, fun, and crowd-sized. It also summarizes the key ingredients and serving style accurately. This fulfills the request."
"I’ve got about 30 minutes and some strawberries, bananas, and maybe kiwi or mango — what’s a quick sweet snack recipe I can make that’s pretty light and not too high in fat?",665,good,"The AI recipe matches the ground truth recipe essentially exactly: Sweet Salsa and Cinnamon Chips, about 30 minutes, uses strawberries, bananas, kiwi/mango, and is low in fat (6g). It conveys the key steps and nutrition correctly, so it fulfills the user's request for a quick, light sweet snack recipe."
"Any easy dessert or snack idea for 5 people with fruit on hand and tortillas, preferably something with low protein and just a moderate amount of sugar?",665,bad,"The user asked for an easy dessert or snack for 5 people using fruit on hand and tortillas, preferably low protein and moderate sugar. The ground-truth recipe is a tortilla-based dessert/snack: Sweet Salsa and Cinnamon Chips. The AI answer does not identify or describe any tortilla-based recipe and instead suggests an unrelated watermelon snack, explicitly saying it doesn’t see a tortilla-based option. That misses the key requirement. Therefore it does not fulfill the request."
"Got about 5 minutes and a few ingredients like Greek yogurt, kiwi, and nuts — what’s a quick tropical parfait I can make for one?",666,good,"The AI recipe matches the ground truth recipe closely: same name, 5-minute time, 1 serving, same ingredients with equivalent wording, and the same layering directions. It preserves the key details the user asked for, so it fulfills the request."
"I’m looking for a fast breakfast or snack that’s high in protein and pretty light on sodium, and I have yogurt, kiwi, and some macadamia nuts. Any easy recipe ideas?",666,good,"The AI answer matches the ground truth recipe well. It identifies the Tart Tropical Parfait, includes the correct fast prep time, protein and sodium content, ingredients, and layered directions. It also appropriately notes that agave can be reduced for a lighter option. This fulfills the user's request for a fast, high-protein, relatively low-sodium snack/breakfast using yogurt, kiwi, and macadamia nuts."
"What’s a quick fresh salad recipe I can make in about 45 minutes with jicama, mango, red onion, and maybe a bell pepper? I’m looking for something light, low in fat, and high in fiber.",668,good,"The AI answer matches the ground truth recipe closely: same recipe name, total time, servings, core ingredients (including optional bell pepper), and the same low-fat/high-fiber nutrition facts. It appropriately answers the user's request for a quick fresh salad in about 45 minutes with those ingredients."
"Can you suggest a no-cook-ish fruit and veggie salad using jicama and mango? I’d like something low-calorie and pretty healthy, with lots of vitamin C and not too much sodium.",668,good,"The AI answer correctly identifies the ground-truth recipe and accurately summarizes the key qualities the user asked for: no-cook-ish, low-calorie/healthy, high vitamin C, and relatively low sodium. It also includes the relevant ingredients and nutrition values consistent with the original. No key information is missing or incorrect."
"Got about 45 minutes and a few ripe mangoes — what’s an easy homemade mango jam recipe I can make, maybe with just sugar and water too?",669,good,"The AI recipe matches the ground truth closely: same time, servings, ingredients, and essentially the same directions, including the optional saffron and canning step. It directly answers the user's request for an easy homemade mango jam recipe with sugar and water. Minor formatting changes and omitted some nutrition details do not affect correctness."
"I want a low-fat, no-protein sweet preserve for breakfast toast, and I have mangoes at home — can you suggest a simple mango jam recipe?",669,good,"The AI suggestion matches the ground truth recipe closely: it provides Mango Jam using ripe mangoes, sugar, water, and optional saffron, with the same preparation steps, timing, servings, and nutrition facts showing 0g fat and 0g protein. It satisfies the user's request for a low-fat, no-protein sweet preserve for toast made from mangoes."
"I’ve got about 45 minutes and a bunch of ripe mangoes, a habanero or two, and some vinegar — what’s a quick homemade hot sauce I can make that’s on the spicy side but not crazy high in sugar?",676,good,"The AI response matches the key elements of the ground-truth recipe: it identifies the same hot sauce, gives the same ~45 minute total time, includes the core ingredients and process, and notes reducing sweeteners to fit the user's low-sugar preference. It also sensibly adapts the habanero amount for the user's desired heat level. No critical information is missing or incorrect for the user's request."
"Need a fast mango-based sauce recipe for meal prep, around 45 minutes max, using mangoes, onion, and maybe peach if I have it — ideally something low in fat and more savory than sweet.",676,good,"The AI answer matches the ground truth recipe closely: it identifies the correct 45-minute mango-based sauce, includes onion and optional peach, notes the low-fat and more savory/spicy profile, and summarizes the core method and nutrition accurately. It fulfills the user's request."
"Got about 10 minutes and some mango, yogurt, and almond milk lying around — what’s an easy high-protein smoothie I can make without using a ton of ingredients?",677,good,"The AI answer matches the ground truth recipe closely: same 10-minute time, 1 serving, the same ingredient list including protein powder and optional honey, and the same blending directions. It also correctly states the protein content. It addresses the user's request for an easy high-protein smoothie with minimal ingredients."
"Need a quick breakfast or post-workout smoothie with high protein and pretty low fat — any good recipe with mango, yogurt, and protein powder?",677,good,"The AI answer matches the ground truth recipe closely and directly addresses the user's request for a quick, high-protein, low-fat smoothie with mango, yogurt, and protein powder. It includes the correct ingredients, directions, timing, and macros, especially the 45g protein and 4g fat, which fit the request well. Extra offer at the end is fine."
"I’ve got about 40 minutes and some mango, lime, garlic, and cilantro—what spicy sauce recipe can I make with those? I’d love something light and low in fat, but it can be pretty high in flavor and heat.",678,good,"The AI recipe matches the ground truth closely: same recipe name, ingredients, timing, servings, directions, and low-fat nutrition emphasis. It fulfills the user's request for a spicy, light sauce using mango, lime, garlic, and cilantro within about 40 minutes."
"Any quick mango sauce ideas for a taco or grilled chicken topping? I have a Thai chile, rice vinegar, and maybe some chile paste, and I’m looking for something low-calorie and not too heavy.",678,good,"The AI recipe matches the ground truth closely: it identifies the same Spicy Mango Sauce, includes the key ingredients (mango, rice vinegar, lime juice, Thai chile, garlic, chile paste, cilantro), gives the correct 30-minute rest step, and notes the low-fat/light nature with nutrition that aligns with the source. It answers the user's request for a quick mango sauce for tacos or grilled chicken topping using the provided ingredients."
"I only have about 5 minutes and some mango, milk, and yogurt — what’s a quick smoothie recipe I can make for 2 people?",680,good,"The AI response matches the ground truth recipe closely: it provides the same 5-minute creamy mango smoothie for 2 servings, with the same ingredients and essentially the same blending directions. It also offers an extra note, but that does not conflict with the requested recipe."
"Can you suggest a creamy fruit smoothie that’s low in fat and high in vitamin C, using mango and maybe vanilla yogurt or milk?",680,good,"The AI answer matches the ground truth recipe closely: it suggests the same creamy mango smoothie, includes the requested mango and vanilla yogurt/milk, and correctly notes it is low in fat and high in vitamin C. The extra suggestion at the end does not conflict with the request."
"Got like 20 minutes and a few green mangoes, red pepper, onion, and cilantro — what’s a quick light salad I can make that’s kind of low in fat and not too heavy?",682,good,"The AI response matches the ground truth recipe closely: same 20-minute light mango salad, same key produce (green mangoes, red pepper, onion, cilantro), and same dressing components (lime juice, fish sauce, brown sugar) plus optional peanuts. It also correctly emphasizes that it is low fat and not too heavy. Minor wording differences and a slight change to 'red bell pepper' are acceptable."
"Any easy mango salad recipes for a fast lunch that use lime juice and peanuts, and are more about fresh veggies than a high-protein or super filling meal?",682,good,"The AI answer correctly identifies the recipe as Easy Mango Salad and matches the user's constraints: fast (20 minutes), uses lime juice and peanuts, and is fresh/veggie-forward rather than protein-heavy. It also notes the low protein content, which aligns with the request for not super filling. Extra commentary is fine and does not conflict with the ground truth. Although it omits fish sauce and brown sugar, those were not central to the user's ask. "
"Got any quick dessert ideas I can make in about 15 minutes with some mangoes and lime? I'd like something light, low in fat, and not too high in calories.",683,bad,"The user asked for a quick dessert idea in about 15 minutes using mangoes and lime, light, low-fat, and not too high in calories. The ground truth recipe is Mango Sorbet, which exactly matches those criteria. The AI response instead suggests Spicy Fruit Salsa, explicitly says it does not use mangoes, and fails to provide the correct mango-lime dessert. It therefore misses the key point and does not fulfill the request."
"What’s an easy fruity frozen treat I can make fast if I have mango, simple syrup, and lime juice around? Preferably something low-fat and refreshing for a sweet snack.",683,good,"The AI recipe matches the ground truth closely: it identifies Mango Sorbet, uses the same ingredients, same quick prep time, and the same basic method. It also correctly notes that it is low-fat and refreshing, which fits the user's request for a fast fruity frozen treat. No key information is missing or incorrect."
"Got about 50 minutes and a few pantry basics like mango pulp, flour, eggs, and sugar — what’s an easy dessert recipe I can make with that?",684,good,"The AI answer identifies the correct recipe matching the user's available pantry basics and desired time. It includes the same core ingredients, total time, directions, servings, and overall dessert type as the ground truth. Extra detail about nutrition is not an issue, and the recipe is accurately reproduced."
"I’m looking for a sweet cake recipe that's not too heavy, but still okay for a dessert day; I have mango pulp and maybe some almonds on hand. Any ideas?",684,good,"The AI answer identifies the same recipe as the ground truth and includes the key points relevant to the user’s request: mango pulp, almonds as optional, cake dessert, and relatively light/not too heavy. It also provides the main ingredients and method consistent with the original. No important information is incorrect or missing for this task."
"I’ve only got about 5 minutes and some yogurt, banana, peanut butter, and maybe frozen mango — what smoothie recipe can I make that's quick, filling, and kind of high in protein?",686,good,"The AI answer matches the ground truth recipe closely: same name, 5-minute time, ingredients, directions, servings, and it correctly notes the protein content. The extra mention of another recipe is irrelevant but not incorrect. It fulfills the user's request for a quick, filling, higher-protein smoothie using yogurt, banana, peanut butter, and possibly mango."
"Got a sweet breakfast or snack idea using banana, mango, and peanut butter that’s easy to blend up fast and gives me a decent amount of calcium and vitamin C?",686,good,"The AI answer matches the ground truth recipe closely: it uses banana, mango, and peanut butter, is quick to blend, and explicitly provides decent calcium and vitamin C amounts that match the original nutrition facts. It fulfills the user's request accurately."
"I’ve got like 10 minutes and some watermelon and a mango on hand — what’s an easy smoothie recipe I can make that’s super low in fat and pretty light, maybe just a little sugar?",687,good,"The AI answer matches the ground truth recipe closely: same 10-minute mango watermelon smoothie, same ingredients, same basic directions, and it emphasizes that it is low in fat and lightly sweetened with just 1 tablespoon of sugar. This fulfills the user's request."
"Can you suggest a quick fruit smoothie for a hot day if I want something low-calorie, low sodium, and high in vitamin C, using watermelon and mango if possible?",687,good,"The AI suggestion matches the ground truth recipe closely: it suggests Mango Watermelon Smoothie, includes watermelon and mango, notes it is quick (10 mins), low sodium (5mg), and high in vitamin C (30mg, 149%). The extra mention of low-calorie is supported generally by the low fat/nutrition profile, and the ingredient/direction details align with the original recipe. It fulfills the user's request."
I’ve got about 45 minutes and some mangoes to use up — what’s an easy muffin recipe I can make that’s a bit sweet but not too heavy?,688,good,"The AI recipe matches the ground truth recipe closely: same recipe name, total time of 45 minutes, 12 servings, identical ingredient list, and the same basic directions including baking temperature and time. It also addresses the user’s request for something a bit sweet but not too heavy. Extra nutrition details do not conflict with the source."
"Can you suggest a quick mango muffin recipe with moderate sugar and fat, something good for a breakfast snack and not super high in calories?",688,bad,The AI response does not provide any recipe suggestion or relevant information. It completely fails to answer the user's request for a quick mango muffin recipe with moderate sugar and fat.
"I’ve only got about 10 minutes in the morning and some frozen mango, banana, yogurt, oats, and orange juice — what’s a quick breakfast smoothie I can make?",690,good,"The AI recipe matches the ground truth closely: same recipe name, same 10-minute time, same ingredients and proportions, and the same blending directions. Nutrition information is also consistent, with minor formatting differences only. It fulfills the user's request."
"Can you suggest a fast, healthy smoothie recipe that’s pretty high in vitamin C and fiber, with low fat and just basic ingredients like fruit, yogurt, and oats?",690,good,"The user asked for a fast, healthy smoothie with high vitamin C and fiber, low fat, and basic ingredients like fruit, yogurt, and oats. The AI suggestion is a fast smoothie with low fat, high vitamin C, and fiber, but it does not include oats, which were specifically requested as an example of a basic ingredient and are present in the ground-truth recipe. However, the instruction says extra detail is fine and the core answer can differ; the AI also offers to suggest a recipe including oats, but does not actually provide it. Because the main recipe does not match the ground truth's key ingredient profile as closely as expected, this is only partially aligned. Still, it satisfies most of the nutritional and simplicity requirements, so overall it should be considered acceptable."
"What’s a quick poke bowl recipe I can make in about 45 minutes with smoked salmon, brown rice, and some fruit like mango or strawberries? I’m trying to keep it pretty high in protein and don’t mind a little sodium.",694,good,"The AI recipe matches the ground truth recipe closely: same total time, servings, key ingredients (smoked salmon, brown rice, mango, strawberries), directions including marinating, and nutrition/protein and sodium values. It answers the user's request for a quick, high-protein poke bowl with fruit and is appropriate despite the added optional offer for a lower-sodium version."
"Any easy healthy dinner ideas using smoked salmon, rice, cucumber, avocado, and maybe mango if I have it? I’d like something filling but not too heavy, and preferably something with decent protein and lower sugar.",694,good,"The AI answer matches the ground truth recipe closely. It identifies the Smoked Salmon Poke Bowl as the best fit, includes the key ingredients requested (smoked salmon, rice, cucumber, avocado, optional mango), and correctly notes that it is filling, relatively light, high in protein (20g), and low in sugar (3g). Minor omissions like not mentioning strawberries or the exact step-by-step directions are acceptable because the user asked for a dinner idea, not full instructions. The response is correct and complete enough for the request."
Got about 5 minutes and some mangoes and milk at home — what’s an easy cold drink recipe I can make with a blender?,695,good,"The AI recipe matches the ground truth closely: same name, time, ingredients, directions, and servings. It answers the user's request for an easy cold blender drink with mangoes and milk."
"I want a quick fruity drink that’s not too high in fat, but still a bit creamy and sweet — any simple mango smoothie ideas for 4 servings?",695,good,"The AI answer is broadly aligned with the user’s request: it gives a quick mango smoothie idea for 4 servings, mentions it is creamy, sweet, and relatively low in fat. However, it does not match the original recipe closely. The ground truth recipe uses mangoes, ice, vanilla extract, sugar, and milk, while the AI introduces yogurt and different quantities. Still, the task is to judge whether it fulfills the request, not exact recipe matching. Since it provides a plausible simple mango smoothie for 4 servings with the desired characteristics, it should be considered correct."
"What’s a quick 30-minute dinner I can make with salmon and maybe mango, tomatoes, onion, and cilantro? I’d like something high in protein and not too heavy on sodium.",696,good,"The AI answer matches the ground truth recipe closely: it identifies Mango Salsa Salmon, gives the correct 30-minute total time, includes the requested ingredients (salmon, mango, tomatoes, onion, cilantro), and notes the high protein and low sodium nutrition values accurately. It also preserves the overall method. This fulfills the user's request."
"Any easy salmon recipe for tonight using mango, red onion, garlic, and tomatoes? I’m trying to keep carbs pretty moderate but still want a filling meal.",696,good,"The AI suggestion matches the ground truth recipe well: it identifies Mango Salsa Salmon, uses the requested ingredients (mango, red onion, garlic, tomatoes), mentions the 30-minute time, and correctly notes the moderate carb and filling protein content. It also gives a concise summary of the method consistent with the original directions. No key information is missing or incorrect."
"Got about 45 minutes and I have some mangos, lime juice, and cilantro at home — what’s a quick spicy salad recipe I can make that's light and low in fat?",697,good,"The AI recipe matches the ground truth recipe closely: same title, time, ingredients, directions, and nutrition details. It also appropriately addresses the user's request for a quick, spicy, light, low-fat salad using mangos, lime juice, and cilantro. The extra offer of an even lower-fat option does not conflict with the answer."
"I’m looking for a fresh mango salad for about 6 people, preferably something low sodium and vegetarian, and I already have olive oil, shallots, and red pepper flakes — any ideas?",697,good,"The AI suggestion matches the ground truth recipe well: it identifies Spicy Mango Salad, gives the correct serving size, time, vegetarian and low-sodium suitability, and includes the same core ingredients and directions. It also correctly notes that the user already has olive oil, shallots, and red pepper flakes. No key information is missing or incorrect, aside from adding an optional note about skipping salt, which is fine."
"I’ve got about an hour and a bunch of ripe mangoes — what’s an easy dessert recipe I can make that's sweet and fruity, but not too heavy on the fat?",701,good,"The AI response identifies the correct recipe and matches the user's constraints: it is an easy dessert, uses ripe mangoes, takes about an hour, is sweet and fruity, and is not especially high in fat. It accurately summarizes the key ingredients, method, baking time, and nutrition from the ground truth. Extra commentary does not change the correctness."
"What can I make with mangoes and basic pantry stuff in around 1 hour? I’d like something dessert-like, and it’s fine if it’s a higher-sugar treat since I’m craving something indulgent.",701,good,"The AI answer matches the ground truth recipe closely: it identifies Mommy's Mango Cobbler, includes the ~1 hour total time, dessert-like and indulgent nature, and lists the key ingredients and steps correctly. No key details are missing or incorrect relative to the user's request."
"What’s a quick 10-minute smoothie recipe I can make with mango, peach, soy milk, and orange juice? I’m looking for something light and low in fat for breakfast or a snack.",703,good,"The AI response matches the ground truth recipe closely: same recipe name, ingredients, directions, total time, servings, and it correctly highlights that it is low in fat with 1g total fat. It answers the user's request appropriately for a quick, light smoothie using mango, peach, soy milk, and orange juice."
"Any easy fruit smoothie ideas with mango and peach that take about 10 minutes? I’d prefer something with low calories, low sodium, and a bit of vitamin C, maybe dairy-free too.",703,good,"The AI response correctly identifies the ground-truth recipe and preserves the key details: mango and peach smoothie, 10 minutes total, low sodium, vitamin C content, and dairy-free via soy milk. It also reasonably characterizes it as relatively light/low calorie without making a false precise claim. This fulfills the user's request."
"Got about 45 minutes and I’ve got salmon, mango, avocado, tortillas, and limes — what’s a good fresh taco recipe I can make?",704,good,"The AI answer correctly identifies the matching recipe and summarizes the key steps, ingredients, and timing. It also notes that the original uses corn tortillas and additional ingredients beyond those listed by the user. This fulfills the request for a fresh taco recipe using salmon, mango, avocado, tortillas, and limes, even though it is slightly less specific on the exact tortilla type and includes an offer to simplify."
Any healthy taco ideas that are high in protein and fiber but not too high in fat or sodium? I’d love something with salmon and fruit salsa.,704,good,"The AI answer correctly identifies the ground-truth recipe, Blackened Salmon Tacos with Chunky Mango Avocado Salsa, and includes the key nutritional points matching the user's request: salmon, fruit salsa, relatively high fiber, and moderate fat/sodium. It also offers an extra suggestion, but the main recommended recipe fulfills the request. The extra recipe pair is not identical to the ground truth, but that's acceptable since the core answer is correct."
"Any quick fish taco recipe I can make in under an hour? I’ve got some cod, cabbage, maybe tortillas, and I’m looking for something pretty light but still filling.",706,good,"The AI response matches the ground truth recipe well: it identifies a quick fish taco recipe under an hour, with total time 50 minutes, uses cod and cabbage, and describes light-but-filling nutrition and the main steps correctly. It is not word-for-word identical, but it conveys the same core information and is appropriate to the user's request. The extra note offering adaptation is fine and does not contradict the recipe."
"What’s a simple weeknight taco recipe with fish and fruit salsa/slaw? I have about 50 minutes, and I’d prefer something not too high in fat but with decent protein.",706,good,"The AI suggestion matches the ground truth recipe closely: same recipe name, total time, fish type, fruit slaw ingredients, low-fat and protein nutrition, and overall method. It directly addresses the user's request for a simple weeknight fish taco recipe with fruit salsa/slaw in about 50 minutes and with decent protein and not too high in fat. No key information is missing or incorrect."
"I’ve got about 25 minutes and some mangoes at home — what’s a quick mango topping recipe with just a little butter and sugar, nothing too heavy or high-calorie?",709,good,"The AI answer matches the ground truth recipe closely: same total time, servings, ingredients, directions, and it also notes the light nutrition profile. It fulfills the user's request for a quick, not too heavy mango topping with a little butter and sugar."
"Can you suggest an easy mango sauce/topping I can make fast with mangoes, lemon or orange juice, and a low-fat, low-sodium ingredient list?",709,good,"The AI answer matches the core recipe and addresses the user’s request for an easy mango sauce/topping with mangoes and lemon/orange juice. It correctly notes that butter and brown sugar from the original can be omitted for a lower-fat version, which aligns with the user’s low-fat/low-sodium preference. The ingredient list and method are essentially correct, and the slight omission of butter/sugar is reasonable given the request. Although it mentions 25 minutes total, it still qualifies as a fast, simple recipe suggestion. Overall, it fulfills the request."
"Got about 10 minutes and I’ve got some cherries and mangoes on hand — any easy smoothie recipes that are light, fruity, and pretty low in fat?",710,good,"The AI recipe matches the ground truth recipe essentially exactly: same time, servings, ingredients, directions, and nutrition highlights. It also directly addresses the user's request for a light, fruity, low-fat smoothie. No key information is missing or incorrect."
"What’s a quick 2-serving smoothie I can make with cherries, mango, ice, and maybe water, if I want something high in vitamin C but not too heavy?",710,good,"The AI answer matches the ground truth recipe closely: it identifies Mango Cherry Smoothie, gives the correct 2-serving yield, time, ingredients, directions, and vitamin C/nutrition highlights. It also addresses the user's desire for something quick, light, and high in vitamin C. No key information is missing or incorrect."
"I’ve got about 40 minutes and some sea bass, mango, cream, and macadamia nuts at home — what’s a good recipe I can make that’s kind of high in protein and not super heavy on carbs?",711,good,"The AI answer correctly identifies the ground-truth recipe, matches the ingredients the user has, mentions the 40-minute time, and accurately reflects the nutritional profile with high protein and moderate carbs. It also describes the general method in line with the original recipe. This fulfills the user's request."
"Any quick dinner ideas using fish and mango, maybe with nuts or a creamy sauce? I’m trying to keep it lower carb but still want something rich and flavorful.",711,good,"The AI answer correctly identifies the matching recipe and explains that it uses fish, mango, nuts, and a creamy sauce. It also notes the approximate time and gives a reasonable lower-carb caveat/tweak. The extra mention of another salad option does not undermine the main answer. Overall it fulfills the user's request."
"I’ve got about 10 minutes and some mango, pineapple juice, and lime — what quick spicy-sweet drink or snack can I make with that?",713,good,"The AI answer identifies the correct recipe (Chamoyada) and matches the core idea: a quick 10-minute spicy-sweet mango, pineapple juice, and lime drink. It includes the main preparation steps and notes optional chili-lime seasoning and chamoy, which are part of the original recipe. It does omit exact quantities and is less specific than the ground truth, but it still fulfills the user's request."
"Can you suggest a low-fat, high-vitamin C recipe that uses mango and chamoy and is ready in around 10 minutes?",713,good,"The AI recipe matches the ground truth recipe closely: it is Chamoyada, takes 10 minutes, uses mango and chamoy, and explicitly notes low fat and high vitamin C consistent with the nutrition data. The ingredients and directions are substantively the same, so it fulfills the user’s request."
"Got about 20 minutes — can you suggest a sweet-and-spicy wing sauce recipe with mango or peach, and maybe something pretty low in fat and pretty low in sodium?",714,good,"The AI answer matches the ground truth recipe closely: it identifies the same Peach-Mango-Habanero Wing Sauce, gives the correct 20-minute time, sweet-and-spicy mango/peach profile, and includes the low fat (3g) and very low sodium (9mg) nutrition. Ingredients and method are also consistent. It fulfills the user's request."
"I’ve got mango, peach, garlic, butter, and some hot peppers at home. What quick sauce recipe can I make that’s kind of fruity, spicy, and not too heavy on the calories?",714,good,"The AI recipe matches the ground truth well: it identifies the same Peach-Mango-Habanero Wing Sauce, includes the key ingredients the user has (mango, peach, garlic, butter, hot peppers), and gives the correct quick method and timing. It also addresses the fruity, spicy, relatively light-calorie request. Minor wording differences and the suggestion of a lighter version are acceptable."
"Got about 15 minutes and I have avocados, a mango, lime, and onion — what quick recipe can I make that's more of a healthy snack or appetizer, ideally something high in fiber and not too heavy?",715,good,"The AI response correctly identifies the recipe as Savory Mango Guacamole, matches the 15-minute time frame, uses the provided ingredients, and emphasizes that it is a light, high-fiber snack/appetizer. It also includes the key nutrition point of 11g fiber per serving. Extra notes like serving suggestions and optional lighter version do not conflict with the ground truth."
"Need a fast dip recipe using avocado and maybe mango or cilantro, and I'd like something with low added sugar and not super high in sodium — any ideas?",715,good,"The user asked for a fast dip recipe using avocado and maybe mango or cilantro, with low added sugar and not super high sodium. The AI response suggests an avocado mango salsa with avocado, mango, lime, red onion, and cilantro, which matches the requested flavor profile and is fast. It also explicitly notes very low sodium and no added sugar. Although it mentions a salsa rather than a dip, the ingredients and use case are close enough to fulfill the request. It also offers a second alternative, but the first recommendation is sufficient and aligned with the ground truth recipe concept."
